Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
FNB,F.N.B. Corporation,13.89,-1.13879004,-0.16,Neutral,1511520,20995012.8,4872395343.999999,12.43472874,1.1427,4180,Finance
EDU,"New Oriental Education & Technology Group, Inc. Sponsored",30.13,6.24118477,1.77,Strong Buy,2338568,70461053.84,4825596695.00415,,-6.9049,53071,Consumer Services
TDOC,"Teladoc Health, Inc.",29.2,0.68965517,0.2,Buy,4168038,121706709.6,4728271254,,-61.3191,5100,Health Services
BTU,Peabody Energy Corporation,31.59,0.95877277,0.3,Buy,3133929,99000817.11,4545800829,3.98659668,8.4179,4900,Energy Minerals
PTON,"Peloton Interactive, Inc.",13.3,12.99915038,1.53,Buy,27053106,359806309.8,4522717463,,-8.5422,9771,Consumer Services
W,Wayfair Inc.,42.1,1.12899351,0.47,Buy,6228924,262237700.4,4509850399,,-11.2317,16681,Retail Trade
LU,Lufax Holding Ltd,1.96,12.64367816,0.22,Buy,23325310,45717607.6,4485336384,2.18346091,0.8365,92380,Technology Services
XPO,"XPO Logistics, Inc.",38.14,1.76093917,0.66,Buy,936016,35699650.24,4392299658,4.90710797,7.7044,42000,Transportation
SOFI,"SoFi Technologies, Inc.",4.7,-0.84388186,-0.04,Sell,23860458,112144152.6,4361309802,,-0.4983,2500,Finance
KNBE,"KnowBe4, Inc.",24.64,0.08123477,0.02,Buy,1336273,32925766.72000001,4347631668,283.640553,0.0892,1366,Technology Services
ATCO,Atlas Corp.,15.36,-0.06506181,-0.01,Buy,425959,6542730.24,4320019122,7.48077485,2.2191,6200,Finance
UA,"Under Armour, Inc.",8.88,1.36986301,0.12,Buy,2196921,19508658.48,4297015736,13.03571429,0.6798,17500,Consumer Non-Durables
BE,Bloom Energy Corporation,21.98,2.13754647,0.46,Strong Buy,1707681,37534828.38000001,4290045089.999999,,-1.6032,1719,Producer Manufacturing
SPWR,SunPower Corporation,24.49,3.63944139,0.86,Strong Buy,3118751,76378211.99,4265729639.000001,74.89698891,0.3938,3660,Industrial Services
AMC,"AMC Entertainment Holdings, Inc.",8.17,0,0,Buy,34764542,284026308.14,4264648728.999999,,-1.3704,31198,Consumer Services
AFRM,"Affirm Holdings, Inc.",14.62,1.4573213,0.21,Neutral,10817792,158156119.04,4241200206.999999,,-2.2694,2552,Technology Services
S,"SentinelOne, Inc.",14.78,-1.66333999,-0.25,Sell,5192364,76743139.92,4151932405.999999,,-1.2028,1200,Technology Services
SHLS,"Shoals Technologies Group, Inc.",24.79,6.39484979,1.49,Neutral,17312415,429174767.85,4147976388.000001,200.34393809,0.1167,697,Electronic Technology
LYFT,"Lyft, Inc.",11.1,-0.89285714,-0.1,Sell,10285519,114169260.9,4006376560.000001,,-3.6552,4453,Transportation
MLCO,Melco Resorts & Entertainment Limited,9,2.85714286,0.25,Buy,5727911,51551199,4005799410,,-1.7812,17878,Consumer Services
RCM,R1 RCM Inc.,9.56,5.98669623,0.54,Neutral,6130189,58604606.84,3981843745,141.60125589,0.0951,22000,Commercial Services
OLPX,"Olaplex Holdings, Inc.",6.1,1.32890365,0.08,Neutral,3637571,22189183.1,3960006084,14.64720195,0.4311,106,Consumer Non-Durables
CHPT,"ChargePoint Holdings, Inc.",11.64,-4.511895,-0.55,Strong Sell,19613658,228302979.12,3956059508,,-0.9734,1436,Retail Trade
MTG,MGIC Investment Corporation,13.31,-1.33432172,-0.18,Sell,2188514,29129121.34,3953409698.999999,5.04940859,2.7238,711,Finance
CRK,"Comstock Resources, Inc.",16.54,-5.10613884,-0.89,Sell,3580537,59222081.98,3866352160.999999,5.11158685,4.1459,205,Energy Minerals
DNA,"Ginkgo Bioworks Holdings, Inc.",1.99,0.50505051,0.01,Sell,13500770,26866532.3,3860559883.999999,,-2.1836,641,Health Services
PTEN,"Patterson-UTI Energy, Inc.",17.61,1.03270224,0.18,Neutral,1240048,21837245.28,3818230825.000001,,-1.4312,3500,Industrial Services
DLO,DLocal Limited,12.8,3.30912026,0.41,Sell,6162431,78879116.8,3788609339,,0.3361,535,Technology Services
FL,"Foot Locker, Inc.",40.04,2.22108757,0.87,Buy,2169214,86855328.56,3735798190.999999,8.91382018,,49933,Retail Trade
STNE,StoneCo Ltd.,11.91,1.36170213,0.16,Buy,5113349,60899986.59,3719462766.999999,,-0.8469665,15485,Technology Services
TAL,TAL Education Group,5.69,4.02193784,0.22,Buy,6560784,37330860.96,3686126271,,-0.3907,16200,Commercial Services
RNG,"RingCentral, Inc.",38.28,-1.51788011,-0.59,Buy,2287151,87552140.28,3669910335,,-7.5197,3919,Technology Services
FOLD,"Amicus Therapeutics, Inc.",12.7,3.42019544,0.42,Strong Buy,2237022,28410179.4,3568004640,,-0.9221,496,Health Technology
NEOG,Neogen Corporation,16.43,-0.42424242,-0.07,Buy,2726295,44793026.85,3550649019,48.88888889,0.3381,2108,Health Technology
MRVI,"Maravai LifeSciences Holdings, Inc.",13.91,-3.40277778,-0.49,Sell,1065892,14826557.72,3549952176,8.0272033,1.8099,470,Health Technology
ETRN,Equitrans Midstream Corporation,8.14,-1.92771084,-0.16,Buy,4594124,37396169.36,3522837536,,-4.5525,766,Industrial Services
KSS,Kohl's Corporation,31.52,-0.88050314,-0.28,Neutral,7232931,227981985.12,3482459615.0000005,7.50106147,4.2896,99000,Retail Trade
HL,Hecla Mining Company,5.72,2.6929982,0.15,Strong Buy,10048904,57479730.88,3467867875.999999,,-0.0387,1600,Non-Energy Minerals
ONEM,"1Life Healthcare, Inc.",16.9,-0.47114252,-0.08,Buy,1428263,24137644.7,3453521214,,-2.0218,3090,Health Services
RLX,RLX Technology Inc.,2.61,14.47368421,0.33,Strong Buy,29592750,77237077.5,3439709784,9.2494929,0.2487,1235,Producer Manufacturing
PLTK,Playtika Holding Corp.,9.49,-0.21030494,-0.02,Neutral,855147,8115345.03,3427070954,13.51428165,0.7052,4000,Technology Services
LAC,Lithium Americas Corp.,25.31,0.43650794,0.11,Sell,1487930,37659508.3,3416850183.438087,,-0.66414166,65,Process Industries
MQ,"Marqeta, Inc.",6.76,1.34932534,0.09,Sell,3667418,24791745.68,3383865511,,-0.3588,982,Commercial Services
GSAT,"Globalstar, Inc.",1.87,0.53763441,0.01,Neutral,2932176,5483169.12,3367870009.0000005,,-0.1531,329,Communications
ARRY,"Array Technologies, Inc.",22.22,8.60215054,1.76,Buy,6248001,138830582.22,3343899007,,-0.3835,471,Electronic Technology
QS,QuantumScape Corporation,7.55,1.47849462,0.11,Neutral,3994466,30158218.3,3291476746,,-0.8596,570,Producer Manufacturing
JWN,"Nordstrom, Inc.",20.2,1,0.2,Sell,4264142,86135668.39999999,3214465673,9.98801438,2.038,72000,Retail Trade
PAGS,PagSeguro Digital Ltd.,9.78,0.51387461,0.05,Sell,5339657,52221845.45999999,3200598536,12.05252075,0.811873,,Commercial Services
GT,The Goodyear Tire & Rubber Company,11.25,0.26737968,0.03,Buy,1683096,18934830,3182186507.9999995,3.74549339,3.0315,72000,Consumer Durables
LFG,Archaea Energy Inc.,25.9,0.07727975,0.02,Buy,2193134,56802170.59999999,3124713528.0000005,,-0.1615,292,Commercial Services
MCW,"Mister Car Wash, Inc.",10.19,-0.77896787,-0.08,Buy,1546016,15753903.04,3107874616,24.97568093,0.4356,6750,Consumer Services
ASAN,"Asana, Inc.",16.19,-10.45353982,-1.89,Strong Sell,12786244,207009290.36,3104608280,,-2.0853,1666,Technology Services
ISEE,"IVERIC bio, Inc.",23.06,1.31810193,0.3,Buy,4906112,113134942.72,3091731355.9999995,,-1.3405,94,Health Technology
CNX,CNX Resources Corporation,17.1,-0.98436595,-0.17,Sell,2607661,44591003.1,3086156854,,-3.7,441,Energy Minerals
RIG,Transocean Ltd (Switzerland),4.19,2.94840295,0.12,Buy,13381832,56069876.08000001,3024712554.0000005,,-0.7977,5530,Industrial Services
LAZR,"Luminar Technologies, Inc.",8.33,5.44303797,0.43,Buy,8851988,73737060.04,3021772942,,-1.0562,500,Producer Manufacturing
AEO,"American Eagle Outfitters, Inc.",15.99,4.1015625,0.63,Strong Buy,4396847,70305583.53,2996625650.9999995,26.86253935,0.6898,40800,Retail Trade
WOOF,"Petco Health and Wellness Company, Inc.",11.21,1.08205591,0.12,Buy,4742791,53166687.11000001,2978704256,33.82128698,0.3282,28495,Retail Trade
LBRT,Liberty Energy Inc.,16.1,-0.18598884,-0.03,Sell,990813,15952089.3,2938003989,16.2764884,1.0203,3601,Industrial Services
KOS,Kosmos Energy Ltd.,6.42,2.72,0.17,Neutral,4290754,27546640.68,2926836264,6.70600858,0.9705,229,Energy Minerals
SPR,"Spirit Aerosystems Holdings, Inc.",27.4,2.46821242,0.66,Buy,1981019,54279920.59999999,2883947793,,-4.0461,16100,Electronic Technology
PR,Permian Resources Corporation,9.95,1.63432074,0.16,Neutral,4208830,41877858.5,2870580107.0000005,5.24089936,2.0861,147,Energy Minerals
TRIP,"TripAdvisor, Inc.",20.31,-1.50339476,-0.31,Sell,1164275,23646425.25,2855302867,,-0.0544,2691,Consumer Services
TLRY,"Tilray Brands, Inc. - Class 2",4.58,9.83213429,0.41,Buy,58056244,265897597.52,2800222408,,-0.9369,1700,Process Industries
CD,Chindata Group Holdings Limited,7.6,6.74157303,0.48,Strong Buy,1180874,8974642.4,2762135347,26.38991846,0.2698,1315,Technology Services
URBN,"Urban Outfitters, Inc.",29.53,3.50508237,1,Strong Buy,1581214,46693249.42,2721912582.9999995,16.05424568,1.7935,23000,Retail Trade
IQ,"iQIYI, Inc.",3.34,14.7766323,0.43,Buy,23518174,78550701.16,2671625512,,-0.4201,5856,Technology Services
KD,"Kyndryl Holdings, Inc.",11.73,0.08532423,0.01,Buy,977944,11471283.12,2660247412.0000005,,-8.7366,90000,Technology Services
NOVA,Sunnova Energy International Inc.,22.59,2.82203004,0.62,Buy,2991771,67584106.89,2595814587,,-1.2851,736,Utilities
JBLU,JetBlue Airways Corporation,7.94,-0.25125628,-0.02,Buy,6520676,51774167.44000001,2571588357.0000005,,-1.6051,,Transportation
JOBY,"Joby Aviation, Inc.",4.13,1.2254902,0.05,Sell,2736350,11301125.5,2567750688,,-0.3202,1124,Electronic Technology
GNW,Genworth Financial Inc,5.14,1.58102767,0.08,Strong Buy,2914610,14981095.4,2551319278,4.36094114,1.1763,2500,Finance
LESL,"Leslie's, Inc.",13.85,-2.12014134,-0.3,Strong Sell,3484953,48266599.05,2542103154.9999995,16.41340912,0.871,4200,Retail Trade
PAGP,"Plains GP Holdings, L.P.",13,0.30864198,0.04,Buy,1621838,21083894,2525718735,12.08729715,1.0722,4100,Industrial Services
SHC,Sotera Health Company,8.87,0.91012514,0.08,Buy,1862614,16521386.18,2502346667,20.3660797,0.4318,3000,Health Technology
NEX,NexTier Oilfield Solutions Inc.,10,0.70493454,0.07,Neutral,1567448,15674480,2455298462,12.8894081,0.7896,3340,Industrial Services
PACB,"Pacific Biosciences of California, Inc.",10.66,-3.79061372,-0.42,Buy,2645838,28204633.08,2410324927,,-1.3407,728,Health Technology
BCRX,"BioCryst Pharmaceuticals, Inc.",12.79,-1.3117284,-0.17,Neutral,1836167,23484575.93,2384360755,,-1.0445,358,Health Technology
FSR,Fisker Inc.,7.63,4.23497268,0.31,Sell,5336790,40719707.70000001,2379876988,,-1.7261,396,Consumer Durables
HBI,Hanesbrands Inc.,6.72,-0.44444444,-0.03,Sell,6698512,45014000.64,2344935190,6.74393046,1.0038,59000,Consumer Non-Durables
ZIM,ZIM Integrated Shipping Services Ltd.,19.4,-3.43454455,-0.69,Sell,4774336,92622118.4,2328919394,0.40928834,49.3906,5931,Transportation
FTCH,Farfetch Limited,5.99,8.51449275,0.47,Sell,38922140,233143618.6,2284082182,4.45628481,1.6657,6464,Retail Trade
GDRX,"GoodRx Holdings, Inc.",5.33,3.29457364,0.17,Buy,2832756,15098589.48,2111692955,,-0.1745,777,Technology Services
WE,WeWork Inc.,2.9,2.47349823,0.07,Buy,5148681,14931174.9,2111183723.0000005,,-3.6282,4400,Commercial Services
SABR,Sabre Corporation,6.22,3.49417637,0.21,Buy,5545216,34491243.52,2042406633.0000005,,-1.4826,7583,Technology Services
ENVX,Enovix Corporation,12.95,5.45602606,0.67,Neutral,2070879,26817883.05,2034496425,,-0.8161,215,Producer Manufacturing
RKLB,"Rocket Lab USA, Inc.",4.25,0.71090047,0.03,Sell,2498652,10619271,2011343108.9999995,,-0.2056,1183,Electronic Technology
SIX,Six Flags Entertainment Corporation New,23.82,-0.87390762,-0.21,Buy,1396558,33266011.56,1980788029.0000005,21.05309269,1.1432,1970,Consumer Services
ATUS,"Altice USA, Inc.",4.28,4.3902439,0.18,Sell,7964592,34088453.76000001,1945996628.0000005,2.90656458,1.4106,9000,Communications
PAYO,Payoneer Global Inc.,5.38,-0.37037037,-0.02,Sell,2086792,11226940.96,1884042120.0000005,,-0.0593,1871,Commercial Services
IRWD,"Ironwood Pharmaceuticals, Inc.",12.26,2.5083612,0.3,Strong Buy,1391846,17064031.96,1880628587,12.72475795,1.0698,219,Health Technology
APPS,"Digital Turbine, Inc.",18.82,0.21299255,0.04,Buy,1589861,29921184.02,1863496719,36.14318707,0.5504,844,Technology Services
EQRX,"EQRx, Inc.",3.78,7.69230769,0.27,Sell,2134446,8068205.88,1846278162.9999995,,-0.47,242,Health Technology
STEM,"Stem, Inc.",11.69,-0.84817642,-0.1,Sell,4755636,55593384.84,1805974007.9999995,,-0.8146,213,Producer Manufacturing
CPRX,"Catalyst Pharmaceuticals, Inc.",17.27,3.84846663,0.64,Strong Buy,3382384,58413771.68,1797312264,27.3564731,0.6496,76,Health Technology
COMM,"CommScope Holding Company, Inc.",8.58,-2.16647662,-0.19,Strong Sell,1586172,13609355.76,1787638978,,-1.5733,30000,Electronic Technology
PRM,"Perimeter Solutions, SA",10.9,-0.90909091,-0.1,Buy,520518,5673646.2,1714150013,,-3.6206,239,Process Industries
AUR,"Aurora Innovation, Inc.",1.44,6.66666667,0.09,Sell,1835345,2642896.8,1676525989.0000002,,-1.9324,1600,Technology Services
DHT,"DHT Holdings, Inc.",10.22,4.60593654,0.45,Buy,2695959,27552700.98,1662317289,,-0.0196,18,Transportation
CNK,"Cinemark Holdings, Inc.",13.77,-0.07256894,-0.01,Buy,2391247,32927471.19,1658252032,,-1.395,16000,Consumer Services
GOGL,Golden Ocean Group Limited,8.25,0.85574572,0.07,Sell,1685311,13903815.75,1657306366,2.74884065,2.9787,37,Transportation
ME,23andMe Holding Co.,3.47,7.09876543,0.23,Strong Buy,2892528,10037072.16,1580532207,,-0.7135,768,Health Technology
PL,Planet Labs PBC,5.79,1.22377622,0.07,Buy,1045364,6052657.56,1563538403,,-0.6445,800,Technology Services
BTRS,BTRS Holdings Inc. - Class 1,9.47,0,0,Buy,1360129,12880421.63,1559878514,,-0.5037,687,Technology Services
UPST,"Upstart Holdings, Inc.",18.67,-1.94327731,-0.37,Sell,3484188,65049789.96000001,1528650128,,0.0569,1497,Technology Services
CVNA,Carvana Co.,8.07,-0.73800738,-0.06,Sell,12981316,104759220.12,1524001193,,-8.929,21000,Retail Trade
SAVA,"Cassava Sciences, Inc.",35.83,4.95020504,1.69,Buy,1164203,41713393.49,1495385104,,-1.782,24,Health Technology
FCEL,"FuelCell Energy, Inc.",3.66,3.68271955,0.13,Buy,9356330,34244167.80000001,1484360572,,-0.3423,382,Electronic Technology
COMP,"Compass, Inc.",3.27,1.86915888,0.06,Buy,2230892,7295016.84,1482904752,,-1.4727,4775,Technology Services
INFN,Infinera Corporation,6.72,-0.29673591,-0.02,Buy,988850,6645072,1476678528,,-0.6674,3225,Electronic Technology
FREY,FREYR Battery,12.48,3.9134055,0.47,Sell,3670135,45803284.8,1456481226,,-1.3034,119,Producer Manufacturing
CLNE,Clean Energy Fuels Corp.,6.5,1.40405616,0.09,Neutral,2202611,14316971.5,1445782951,,-0.2192,482,Utilities
TELL,Tellurian Inc.,2.52,2.0242915,0.05,Sell,6341257,15979967.64,1423340255,,-0.2444,107,Energy Minerals
FIGS,"FIGS, Inc.",8.53,8.386277,0.66,Buy,5626809,47996680.77,1415662960.9999998,46.29411765,0.1847,264,Consumer Non-Durables
POSH,"Poshmark, Inc.",17.83,0.05611672,0.01,Buy,665274,11861835.42,1412525175,,-0.9638,750,Retail Trade
SPCE,"Virgin Galactic Holdings, Inc.",5.14,-1.15384615,-0.06,Sell,3254977,16730581.78,1411233959,,-1.6533,804,Electronic Technology
NKLA,Nikola Corporation,2.85,9.61538462,0.25,Neutral,9586969,27322861.65,1364725429,,-1.7052,900,Consumer Durables
EAF,GrafTech International Ltd.,5.22,-3.6900369,-0.2,Neutral,981497,5123414.34,1339438119,2.98162614,1.8181,1353,Producer Manufacturing
NVAX,"Novavax, Inc.",16.52,-1.95845697,-0.33,Sell,6191682,102286586.64,1296885323,,-17.2103,1541,Health Technology
UEC,Uranium Energy Corp.,3.73,1.35869565,0.05,Sell,5340495,19920046.35,1289707381,240.52287582,0.0162,63,Non-Energy Minerals
TGTX,"TG Therapeutics, Inc.",8.77,9.35162095,0.75,Buy,3452508,30278495.16,1274649097.0000002,,-1.7829,286,Health Technology
MNKD,MannKind Corporation,4.82,3.43347639,0.16,Strong Buy,4113951,19829243.82,1268602775.0000002,,-0.385,349,Health Technology
FSLY,"Fastly, Inc.",10.2,1.3916501,0.14,Buy,3312925,33791835,1254599977,,-1.6778,976,Technology Services
NUTX,Nutex Health Inc.,1.92,6.07734807,0.11,Buy,5316414,10207514.88,1247558526.9999998,,-1.1247,24,Health Services
IMGN,"ImmunoGen, Inc.",5.47,3.79506641,0.2,Buy,1948082,10656008.54,1207507462,,-0.8191,106,Health Technology
PSFE,Paysafe Limited,1.5,-1.31578947,-0.02,Buy,2383128,3574692,1199887848,,-2.3622,3500,Commercial Services
EQX,Equinox Gold Corp.,3.85,-1.02827763,-0.04,Buy,1774368,6831316.8,1174464789.200385,,-0.0621436,7728,Non-Energy Minerals
MNTV,Momentive Global Inc.,7.84,-0.25445293,-0.02,Buy,1096003,8592663.52,1165514908,,-0.8567,1600,Technology Services
OPK,"Opko Health, Inc.",1.47,0.68493151,0.01,Sell,2365114,3476717.58,1135848225,,-0.4546,5767,Health Services
OPEN,Opendoor Technologies Inc,1.71,-8.06451613,-0.15,Strong Sell,18065552,30892093.92,1084486220,,-1.8271,2816,Technology Services
IOVA,"Iovance Biotherapeutics, Inc.",6.84,6.70826833,0.43,Sell,14066930,96217801.2,1079629564.9999998,,-2.479,319,Health Technology
UUUU,Energy Fuels Inc,6.77,0.2962963,0.02,Sell,980771,6639819.67,1067124057.0550054,,-0.06546756,103,Non-Energy Minerals
MPLN,MultiPlan Corporation,1.57,0.64102564,0.01,Sell,1627364,2554961.48,1003423408.9999998,9.76220275,0.16,2400,Technology Services
CANO,"Cano Health, Inc.",2.02,-1.46341463,-0.03,Sell,9517188,19224719.76,998857268,,-0.2516,2150,Health Services
IONQ,"IonQ, Inc.",4.94,-0.40322581,-0.02,Sell,2881701,14235602.94,987796565,,-0.5296,97,Electronic Technology
CDE,"Coeur Mining, Inc.",3.48,-0.57142857,-0.02,Sell,4129019,14368986.12,977667497,,-0.4979,2105,Non-Energy Minerals
RUM,Rumble Inc.,8.76,-1.12866817,-0.1,Sell,1009097,8839689.72,976457654,,-0.2391,3,Technology Services
OTLY,Oatly Group AB,1.62,-1.81818182,-0.03,Sell,3075097,4981657.14,958678744,,-0.5831,,Consumer Non-Durables
QRTEA,Liberty Interactive Corporation - Series A QVC Group Common Stock,2.34,-0.84745763,-0.02,Buy,6004954,14051592.36,939131636.9999998,,-7.2272,26659,Consumer Services
WTI,"W&T Offshore, Inc.",6.49,-1.21765601,-0.08,Sell,1848867,11999146.83,929118789,4.02105392,1.6467,323,Energy Minerals
BYND,"Beyond Meat, Inc.",14.3,-0.1396648,-0.02,Buy,1483029,21207314.7,911515093.9999998,,-5.9757,1419,Retail Trade
AGEN,Agenus Inc.,2.97,12.5,0.33,Buy,3468384,10301100.48,905290687.0000002,,-0.7995,441,Health Technology
MTTR,"Matterport, Inc.",3.12,-4.87804878,-0.16,Strong Sell,4263522,13302188.64,896823820,,-0.8137,485,Technology Services
GERN,Geron Corporation,2.3,2.67857143,0.06,Buy,2808122,6458680.6,876840589.0000001,,-0.3583,69,Health Technology
CENX,Century Aluminum Company,9.47,7.49148695,0.66,Buy,1656518,15687225.46,865058282.9999999,5.51728457,1.6468,2512,Non-Energy Minerals
DWAC,Digital World Acquisition Corp.,22.83,2.05632544,0.46,Neutral,301699,6887788.17,849612398,,-0.3022,2,Finance
SI,Silvergate Capital Corporation,26.49,5.03568596,1.27,Sell,2530947,67044786.02999999,838636404,6.54011721,3.8779,279,Finance
RIOT,"Riot Blockchain, Inc",4.96,8.29694323,0.38,Neutral,8313041,41232683.36,829792658,,-2.909,335,Finance
MARA,"Marathon Digital Holdings, Inc.",6.91,11.27214171,0.7,Sell,21987583,151934198.53,807380224.9999999,,-2.4118,9,Technology Services
KC,Kingsoft Cloud Holdings Limited,3.33,14.43298969,0.42,Buy,2681640,8929861.2,801060525,,-1.6397,10209,Technology Services
NAT,Nordic American Tankers Limited,3.75,4.74860335,0.17,Strong Buy,6029420,22610325,782986622,,-0.2305,,Industrial Services
AZUL,Azul S.A.,6.82,0.73855244,0.05,Sell,2630107,17937329.74,782387536.9351,,-3.8459,12485,Transportation
CTIC,CTI BioPharma Corp.,5.99,0.16722408,0.01,Buy,2254541,13504700.59,760096248,,-1.0869,121,Health Technology
SHCR,"Sharecare, Inc.",2.14,3.38164251,0.07,Buy,2097528,4488709.92,756532814.0000001,,-0.2431,3279,Technology Services
SNDL,SNDL Inc.,3.13,8.68055556,0.25,Buy,12218788,38244806.44,744918487,,-0.5924,580,Process Industries
AUPH,Aurinia Pharmaceuticals Inc,5.1,0.59171598,0.03,Sell,1428174,7283687.4,724759510.9999999,,-0.8296,300,Health Technology
VMEO,"Vimeo, Inc.",4.32,-1.59453303,-0.07,Buy,1028894,4444822.08,719039840,,-0.5923,1219,Technology Services
VCSA,"Vacasa, Inc.",1.44,-3.3557047,-0.05,Sell,1695517,2441544.48,712902885,,-0.1299,,Finance
BLUE,"bluebird bio, Inc.",8.49,11.56373193,0.88,Strong Buy,5598032,47527291.68,703905653,,-6.0923,518,Health Technology
CHS,"Chico's FAS, Inc.",5.62,1.26126126,0.07,Sell,2900146,16298820.52,702889568.0000001,6.15162935,0.9354,12700,Retail Trade
TBLA,Taboola.com Ltd.,2.87,-2.38095238,-0.07,Buy,2688730,7716655.1,690751289,,-0.1039,1800,Technology Services
NVTA,Invitae Corporation,2.84,-4.37710438,-0.13,Neutral,5460202,15506973.68,689823525,,-13.8372,3000,Health Services
MVST,"Microvast Holdings, Inc.",2.21,2.31481481,0.05,Sell,1071087,2367102.27,683535448.9999999,,-0.569,2153,Producer Manufacturing
MMAT,Meta Materials Inc.,1.85,1.09289617,0.02,Buy,5355250,9907212.5,669571398,,-0.3286,130,Electronic Technology
ADMA,ADMA Biologics Inc,3.36,4.0247678,0.13,Strong Buy,3353680,11268364.8,661171752,,-0.3657,527,Health Technology
CLOV,"Clover Health Investments, Corp.",1.36,2.2556391,0.03,Neutral,5185244,7051931.84,650003966,,-0.9333,680,Finance
BKD,Brookdale Senior Living Inc.,3.34,5.36277603,0.17,Sell,5713003,19081430.02,623930392,,-1.5825,33000,Health Services
BNGO,"Bionano Genomics, Inc.",2.09,5.55555556,0.11,Sell,6296902,13160525.18,620572178.0000001,,-0.409,299,Health Technology
DM,"Desktop Metal, Inc.",1.94,-2.02020202,-0.04,Strong Sell,2292360,4447178.4,616099568,,-1.6135,1370,Electronic Technology
RDFN,Redfin Corporation,5.62,1.99637024,0.11,Buy,3113298,17496734.76,611167784,,-2.6916,6485,Finance
NNDM,Nano Dimension Ltd.,2.34,-1.68067227,-0.04,Strong Sell,3090307,7231318.38,602346632,,-1.1628,338,Producer Manufacturing
SRNE,"Sorrento Therapeutics, Inc.",1.26,2.43902439,0.03,Sell,7732029,9742356.54,594569148,,-1.3301,799,Health Technology
EGY,"VAALCO Energy, Inc.",5.39,3.45489443,0.18,Buy,1975397,10647389.83,584140330.9999999,4.56777135,1.1487,117,Energy Minerals
AMRS,"Amyris, Inc.",1.78,-1.11111111,-0.02,Sell,5111327,9098162.06,578835370.0000001,,-1.0649,980,Consumer Non-Durables
SENS,"Senseonics Holdings, Inc.",1.17,0.86206897,0.01,Neutral,1854095,2169291.15,559559905.9999999,,0.4757,89,Health Technology
ALT,"Altimmune, Inc.",11.28,4.54124189,0.49,Buy,1061532,11974080.96,554514113.9999999,,-1.9151,47,Health Technology
FUBO,fuboTV Inc.,2.83,-0.70175439,-0.02,Sell,8350024,23630567.92,552764285,,-3.0944,530,Technology Services
VTNR,"Vertex Energy, Inc",7.28,-6.66666667,-0.52,Strong Sell,3795277,27629616.56,550869105,,-0.9008,282,Industrial Services
EGHT,8x8 Inc,4.76,6.7264574,0.3,Buy,2383177,11343922.52,531636339.00000006,,-1.0893,2216,Technology Services
CCO,"Clear Channel Outdoor Holdings, Inc.",1.09,1.86915888,0.02,Sell,1526758,1664166.22,518900424.00000006,,-0.2767,4600,Commercial Services
WISH,ContextLogic Inc.,0.7555,6.21397441,0.0442,Buy,27940213,21108830.9215,511473513,,-0.4995,1218,Retail Trade
GEVO,"Gevo, Inc.",2.14,1.42180095,0.03,Sell,4579362,9799834.68,507654549.99999994,,-0.4072,99,Process Industries
OSCR,"Oscar Health, Inc.",2.82,-3.09278351,-0.09,Sell,2128457,6002248.74,499371359,,-2.7425,2621,Health Services
TSP,TuSimple Holdings Inc.,2.21,-1.33928571,-0.03,Sell,1904777,4209557.17,496115536.00000006,,-2.0112,1400,Consumer Durables
INO,"Inovio Pharmaceuticals, Inc.",1.98,3.125,0.06,Sell,6530713,12930811.74,493988765.00000006,,-1.4738,317,Health Technology
AMRN,Amarin Corporation plc,1.22,2.5210084,0.03,Buy,1146673,1398941.06,492671337,,-0.2286,560,Health Technology
GOEV,Canoo Inc.,1.44,4.34782609,0.06,Buy,15085055,21722479.2,492142651.00000006,,-2.2382,805,Consumer Durables
GRWG,GrowGeneration Corp.,8.02,5.52631579,0.42,Strong Buy,3940489,31602721.78,488651349,,-2.5193,687,Distribution Services
JMIA,Jumia Technologies AG,4.75,3.26086957,0.15,Buy,1630412,7744457,474416040,,-2.6752,4484,Technology Services
PRPL,"Purple Innovation, Inc.",5.15,1.17878193,0.06,Buy,794086,4089542.9,472916496,,-0.5996,1800,Miscellaneous
REI,"Ring Energy, Inc.",2.68,0,0,Sell,1303601,3493650.68,467422379,2.50725044,1.3576,53,Energy Minerals
CYH,"Community Health Systems, Inc.",3.45,2.37388724,0.08,Buy,2086248,7197555.6,464760427,,-1.4567,66000,Health Services
VERU,Veru Inc.,5.5,0.3649635,0.02,Sell,2911612,16013866,440807049,,-0.5877,252,Health Technology
SFIX,"Stitch Fix, Inc.",3.79,-0.78534031,-0.03,Sell,2553814,9678955.06,419958690,,-1.9033,7920,Retail Trade
GTE,Gran Tierra Energy Inc.,1.13,-1.73913043,-0.02,Strong Sell,3061253,3459215.89,416855440,2.53471457,0.4577,,Energy Minerals
SKLZ,Skillz Inc.,0.9817,-2.8019802,-0.0283,Sell,18850621,18505654.6357,412611471,,-0.9545,650,Technology Services
WKHS,"Workhorse Group, Inc.",2.42,4.31034483,0.1,Sell,4031594,9756457.48,397125055,,-1.5267,221,Consumer Durables
RIDE,Lordstown Motors Corp.,1.72,4.24242424,0.07,Buy,5658986,9733455.92,373199169,,-1.0955,632,Consumer Durables
